S.No,filename,Site_id,X,Y,Height,Width,View,Zoom,Rotate,Stage,Damage,Extent,New_name
0,35_initial_1_1305_1305.JPG,1305,70,246,495,210,SV,W,N,V,G,0,1305_SV_W_V_G_0_0.jpg
1,35_repeat_2_1305_240_148.JPG,1305,50,182,529,281,SV,W,N,V,G,0,1305_SV_W_V_G_0_1.jpg
2,35_repeat_2_1305_288_199.JPG,1305,73,200,534,265,SV,W,N,V,G,0,1305_SV_W_V_G_0_2.jpg
3,35_repeat_2_1305_893_570.JPG,1305,11,119,608,339,SV,W,N,F,G,0,1305_SV_W_F_G_0_3.jpg
4,35_repeat_2_1305_1026_703.JPG,1305,7,124,594,329,SV,W,N,F,G,0,1305_SV_W_F_G_0_4.jpg
5,35_repeat_2_1305_1255_959.JPG,1305,20,137,583,314,SV,W,N,F,G,0,1305_SV_W_F_G_0_5.jpg
6,35_repeat_2_1305_2538_1550.JPG,1305,17,94,602,346,SV,W,N,F,G,0,1305_SV_W_F_G_0_6.jpg
7,35_repeat_2_1305_3190_2010.JPG,1305,13,117,603,331,SV,W,N,F,G,0,1305_SV_W_F_G_0_7.jpg
8,35_repeat_2_1305_3322_2128.JPG,1305,21,162,583,294,SV,W,N,F,G,0,1305_SV_W_F_G_0_8.jpg
9,35_repeat_2_1305_3639_2381.JPG,1305,29,134,589,327,SV,W,N,F,G,0,1305_SV_W_F_G_0_9.jpg
10,35_repeat_2_1305_4456_2925.JPG,1305,29,172,591,296,SV,W,N,F,G,0,1305_SV_W_F_G_0_10.jpg
11,35_repeat_2_1305_5005_3373.JPG,1305,9,145,594,319,SV,W,N,F,G,0,1305_SV_W_F_G_0_11.jpg
12,35_repeat_2_1305_5460_3844.JPG,1305,32,186,575,285,SV,W,N,M,DR,10,1305_SV_W_M_DR_10_12.jpg
13,35_repeat_2_1305_5844_4225.JPG,1305,9,138,582,316,SV,W,N,M,DR,50,1305_SV_W_M_DR_50_13.jpg
14,35_repeat_2_1305_6097_4468.JPG,1305,21,148,598,306,SV,W,N,M,DR,70,1305_SV_W_M_DR_70_14.jpg
15,35_repeat_2_1305_6246_4614.JPG,1305,19,157,600,304,SV,W,N,M,DR,70,1305_SV_W_M_DR_70_15.jpg
16,101_initial_1_1309_1309.JPG,1309,28,175,590,287,SV,W,N,V,G,0,1309_SV_W_V_G_0_16.jpg
17,101_repeat_2_1309_295_209.JPG,1309,11,251,588,217,SV,W,N,V,G,0,1309_SV_W_V_G_0_17.jpg
18,101_repeat_2_1309_407_282.JPG,1309,22,206,597,255,SV,W,N,V,G,0,1309_SV_W_V_G_0_18.jpg
19,101_repeat_2_1309_415_287.JPG,1309,23,211,597,256,SV,W,N,V,G,0,1309_SV_W_V_G_0_19.jpg
20,101_repeat_2_1309_1064_744.JPG,1309,29,124,603,346,SV,W,N,F,G,0,1309_SV_W_F_G_0_20.jpg
21,101_repeat_2_1309_1068_746.JPG,1309,25,286,596,178,SV,W,N,M,G,0,1309_SV_W_M_G_0_21.jpg
22,101_repeat_2_1309_1087_777.JPG,1309,5,160,610,308,SV,W,N,F,G,0,1309_SV_W_F_G_0_22.jpg
23,101_repeat_2_1309_1689_1259.JPG,1309,29,195,590,262,SV,W,N,F,G,0,1309_SV_W_F_G_0_23.jpg
24,101_repeat_2_1309_3529_2268.JPG,1309,5,224,596,242,SV,W,N,F,G,0,1309_SV_W_F_G_0_24.jpg
25,101_repeat_2_1309_4760_3132.JPG,1309,20,237,592,232,SV,W,N,F,G,0,1309_SV_W_F_G_0_25.jpg
26,101_repeat_2_1309_5365_3739.JPG,1309,19,184,591,278,SV,W,N,M,DR,10,1309_SV_W_M_DR_10_26.jpg
27,101_initial_1_1310_1310.JPG,1310,14,200,611,258,SV,W,N,V,G,0,1310_SV_W_V_G_0_27.jpg
28,101_repeat_2_1310_98_62.JPG,1310,23,184,588,256,SV,W,N,V,G,0,1310_SV_W_V_G_0_28.jpg
29,101_repeat_2_1310_99_63.JPG,1310,23,197,602,257,SV,W,N,V,G,0,1310_SV_W_V_G_0_29.jpg
30,101_repeat_2_1310_100_64.JPG,1310,25,192,606,280,SV,W,N,V,G,0,1310_SV_W_V_G_0_30.jpg
31,101_repeat_2_1310_102_66.JPG,1310,16,186,602,276,SV,W,N,V,G,0,1310_SV_W_V_G_0_31.jpg
32,101_repeat_2_1310_112_67.JPG,1310,16,202,599,256,SV,W,N,V,G,0,1310_SV_W_V_G_0_32.jpg
33,101_repeat_2_1310_297_211.JPG,1310,25,286,603,181,SV,W,N,V,G,0,1310_SV_W_V_G_0_33.jpg
34,101_repeat_2_1310_405_280.JPG,1310,14,186,611,280,SV,W,N,V,G,0,1310_SV_W_V_G_0_34.jpg
35,101_repeat_2_1310_418_290.JPG,1310,20,144,599,318,SV,W,N,F,G,0,1310_SV_W_F_G_0_35.jpg
36,101_repeat_2_1310_1063_743.JPG,1310,9,153,609,307,SV,W,N,F,G,0,1310_SV_W_F_G_0_36.jpg
37,101_repeat_2_1310_1067_745.JPG,1310,14,256,611,207,SV,W,N,F,G,0,1310_SV_W_F_G_0_37.jpg
38,101_repeat_2_1310_1089_781.JPG,1310,23,235,598,234,SV,W,N,F,G,0,1310_SV_W_F_G_0_38.jpg
39,101_repeat_2_1310_1690_1260.JPG,1310,20,222,601,250,SV,W,N,F,G,0,1310_SV_W_F_G_0_39.jpg
40,101_repeat_2_1310_2757_1728.JPG,1310,22,179,601,287,SV,W,N,F,G,0,1310_SV_W_F_G_0_40.jpg
41,101_repeat_2_1310_3528_2267.JPG,1310,13,251,614,224,SV,W,N,F,G,0,1310_SV_W_F_G_0_41.jpg
42,101_repeat_2_1310_4759_3131.JPG,1310,18,267,599,200,SV,W,N,M,DR,10,1310_SV_W_M_DR_10_42.jpg
43,101_repeat_2_1310_5364_3738.JPG,1310,6,122,625,347,SV,W,N,M,DR,10,1310_SV_W_M_DR_10_43.jpg
44,225_initial_1_1312_1312.JPG,1312,29,281,594,185,SV,W,N,V,G,0,1312_SV_W_V_G_0_44.jpg
45,225_repeat_2_1312_467_326.JPG,1312,26,249,597,221,SV,W,N,V,ND,30,1312_SV_W_V_ND_30_45.jpg
46,225_repeat_2_1312_940_610.JPG,1312,25,262,598,206,SV,W,N,V,ND,30,1312_SV_W_V_ND_30_46.jpg
47,225_repeat_2_1312_1686_1254.JPG,1312,15,244,615,228,SV,W,N,V,ND,40,1312_SV_W_V_ND_40_47.jpg
48,225_repeat_2_1312_2542_1557.JPG,1312,8,221,617,244,SV,W,N,F,DR,30,1312_SV_W_F_DR_30_48.jpg
49,225_repeat_2_1312_3210_2036.JPG,1312,20,210,603,250,SV,W,N,M,DR,20,1312_SV_W_M_DR_20_49.jpg
50,225_repeat_2_1312_3217_2052.JPG,1312,19,234,604,234,SV,W,N,M,DR,20,1312_SV_W_M_DR_20_50.jpg
51,225_repeat_2_1312_3978_2555.JPG,1312,109,158,511,295,SV,W,N,M,DR,20,1312_SV_W_M_DR_20_51.jpg
52,225_repeat_2_1312_5203_3543.JPG,1312,47,13,570,374,SV,W,N,M,DR,80,1312_SV_W_M_DR_80_52.jpg
53,225_repeat_2_1312_5206_3557.JPG,1312,256,28,362,376,SV,W,N,M,DR,70,1312_SV_W_M_DR_70_53.jpg
54,225_repeat_2_1312_5620_3973.JPG,1312,195,72,436,359,SV,W,N,M,DR,80,1312_SV_W_M_DR_80_54.jpg
55,225_repeat_2_1312_5962_4316.JPG,1312,209,12,418,452,SV,W,N,M,DR,80,1312_SV_W_M_DR_80_55.jpg
56,196_initial_1_1323_1323.JPG,1323,129,164,493,294,SV,W,N,V,G,0,1323_SV_W_V_G_0_56.jpg
57,196_repeat_2_1323_976_650.JPG,1323,19,215,588,249,SV,W,N,V,G,0,1323_SV_W_V_G_0_57.jpg
58,196_repeat_2_1323_1694_1264.JPG,1323,14,199,613,269,SV,W,N,F,G,0,1323_SV_W_F_G_0_58.jpg
59,196_repeat_2_1323_3254_2090.JPG,1323,10,167,610,297,SV,W,N,F,G,0,1323_SV_W_F_G_0_59.jpg
60,196_repeat_2_1323_3915_2480.JPG,1323,7,192,521,275,SV,W,N,F,G,0,1323_SV_W_F_G_0_60.jpg
61,196_repeat_2_1323_4092_2660.JPG,1323,5,127,624,343,SV,W,N,F,G,0,1323_SV_W_F_G_0_61.jpg
62,196_repeat_2_1323_4734_3101.JPG,1323,4,136,611,328,SV,W,N,F,G,0,1323_SV_W_F_G_0_62.jpg
63,196_repeat_2_1323_5628_3995.JPG,1323,5,144,622,318,SV,W,N,F,G,0,1323_SV_W_F_G_0_63.jpg
64,196_repeat_2_1323_5639_4008.JPG,1323,17,118,596,326,SV,W,N,F,G,0,1323_SV_W_F_G_0_64.jpg
65,196_repeat_2_1323_6158_4521.JPG,1323,16,98,601,375,SV,W,N,F,G,0,1323_SV_W_F_G_0_65.jpg
66,196_repeat_2_1323_6285_4648.JPG,1323,5,129,622,345,SV,W,N,F,G,0,1323_SV_W_F_G_0_66.jpg
67,196_repeat_2_1323_6292_4659.JPG,1323,17,180,614,292,SV,W,N,M,G,0,1323_SV_W_M_G_0_67.jpg
68,179_initial_1_1332_1332.JPG,1332,110,227,511,245,SV,W,C,V,G,0,1332_SV_W_V_G_0_68.jpg
69,179_repeat_2_1332_522_379.JPG,1332,97,46,533,425,SV,W,C,F,G,0,1332_SV_W_F_G_0_69.jpg
70,179_repeat_2_1332_654_458.JPG,1332,85,14,546,460,SV,W,N,F,G,0,1332_SV_W_F_G_0_70.jpg
71,179_repeat_2_1332_1027_704.JPG,1332,144,44,483,428,SV,W,N,F,WD,30,1332_SV_W_F_WD_30_71.jpg
72,179_repeat_2_1332_1259_962.JPG,1332,0,118,628,352,SV,W,N,M,WD,30,1332_SV_W_M_WD_30_72.jpg
73,179_repeat_2_1332_1761_1313.JPG,1332,71,152,551,308,SV,W,N,M,WD,10,1332_SV_W_M_WD_10_73.jpg
74,179_repeat_2_1332_3932_2506.JPG,1332,19,113,600,353,SV,W,N,M,DR,80,1332_SV_W_M_DR_80_74.jpg
75,179_repeat_2_1332_5128_3448.JPG,1332,26,136,596,335,SV,W,N,M,DR,80,1332_SV_W_M_DR_80_75.jpg
76,196_initial_1_1336_1336.JPG,1336,16,175,609,295,SV,W,N,V,G,0,1336_SV_W_V_G_0_76.jpg
77,196_repeat_2_1336_2612_1639.JPG,1336,34,156,550,290,SV,W,N,F,G,0,1336_SV_W_F_G_0_77.jpg
